Complaint ID,Date,Product,Issue,Complaint,Answer,Explanation,Label,Category
6024632,09/27/22,"Money transfer, virtual currency, or money service",Money was not available when promised,"Yesterday I ordered a wire transfer online to be made by my bank, Citibank. They suspended the wire, telling me that they had a new policy that al wires are delayed foXXXX XXXX XXXX. However, they debited my account by the amount of the wire immediately. So it sounds like Citibank has decided to keep the interest on all wire transfers for XXXX XXXX If this isn't illegal, it ought to be!",No,,No,
5942760,2009/1/22,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation into an existing problem,"I have submitted disputes to you and didn't get a response within 30 days and you all are required by law to do so. Please investigate me disputes, please. Thank you",No,,No,
5984609,09/16/22,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,I am a victim of an XXXX data breach and my information has been used fraudulently. I have recently reviewed my consumer report and have noticed various accounts opened using my private information. All allege contracts are completely fraudulent and an attempt to enforce a fraudulent contract is unlawful due to the contract being created through illegal activity and power of attorney fraud. Please expedite the securing of the allege information listed on my consumer report to avoid me being a victim of identity theft. The FDCPA is intended to secure my right to privacy and my privacy has been breached. Please block and remove all information resulting from identity theft pursuant to FCRA 605B and Title 15 USC 1681 C-2 which states that these accounts must be removed within 4 business days. Title 15 USC 1681 604 ( a ) ( 2 ) states a consumer reporting agency can not furnish an account without my consent. YOU DO NOT HAVE MY CONSENT. Title 15 USC 1681 602 ( a ) states I have a right to privacy.,No,,No,
5981127,09/14/22,Credit card or prepaid card,"Advertising and marketing, including promotional offers","I met all the requirements for a {$500.00} bonus on XX/XX/XXXX. On XX/XX/XXXX, I called them to ask when I would get the bonus because their terms say I only need to wait 1-2 billing periods to get the bonus. They told me the first week of XX/XX/XXXX I will get the {$500.00} bonus. But I didn't get it the first week of XXXX. So I called again on XX/XX/XXXX. They told me within 3 business days, I will get the bonus. But I didn't get it after 1 week! I called them today XX/XX/XXXX. They told me I need to wait 40 days to get it! It is 100 % fraud. They knew I met all the requirements and it has passed the time frame. They just kept asking me to wait wait wait. This company doesn't have any credit for being trusted by the customers! Please help. 
Thank you,",No,,No,
5986409,09/15/22,Debt collection,Attempts to collect debt not owed,"Received a TRS recovery service letter trying to collect a debt from XXXX. Based on the information given from TRS, a purchase was made on a declined check at a XXXX store in XXXX XXXX, CA. I've never been to XXXX XXXX before. The check supposedly came from a closed bank account ( acc # ending in XXXX ) from XXXX XXXX I don't have any bank accounts with XXXXXXXX XXXX. The phone number they had on record ( XXXX ) XXXX is also inaccurate.",No,,No,
5956906,2009/7/22,Credit card or prepaid card,Problem with a purchase shown on your statement,So I found out I have a Capital One account I did not apply for and they used my credit now my credit score is very low I will like to process with fraud,No,,No,
5978403,09/13/22,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,"Credit reporting agencies constantly report fraudulent information even after properly disputing and demanding they remove the unfair, fraudulent accounts, statements and inquiries. XXXX are negligent and non compliant.",No,,No,
5973048,2009/12/22,"Money transfer, virtual currency, or money service",Problem with customer service,"On XX/XX/XXXX Wells Fargo received a written request to close and wire transfer all the money that was is in a XXXX account. Ive called their Exception Payments Account Closures Department several times and always on hold from 2 hours 30 minutes to 7 hours on hold and can never get a person on the line. Once XXXX XXXX  pst came all the lines are disconnected so I filled a complaint with their business executive officer on XX/XX/XXXX but no one can ever give me a direct answer to when those funds will be transferred. 
After numerous calls and being misdirected I was finally got an email from XXXX XXXX whos title is Executive Office Case Specialist and was given a case number # XXXX and was told that they would investigate the delay. After a few days I was told that the Exception Payments Account Closures Department was running 60 days behind schedule. This is outrageous and unacceptable, but it wasnt till XX/XX/XXXX that I received a call from Wells Fargo Exception Payments Account Closures Department and reconfirmed all that necessary information to have the wire transfer done that day and was given a confirmation number with a date of expectation of money being deposited on XX/XX/XXXX. 
On XX/XX/XXXX I again called Wells Fargo and was given the run around with no straight answers of where this money was or if there were any problems. The only thing I was offered was wait till without looking into this problem was that it takes 10 business day which would be XX/XX/XXXX. Being rushed off the phone I felt there was nothing else I could do. 
Today XX/XX/XXXX Money still hasnt been deposited and just to make sure We called the receiving bank to make sure there was no problems on our end. I contacted XXXX XXXX from Wells Fargo again and was directed to the wire transfer department. I called that department but was told that they couldnt help me because my account was closed and I would have to speak with Exception Payments Account Closures Department and I asked to speak with a manager and was blindly transferred to Line of Business Executive office I Talked to other agent there and was told that XXXX XXXX would be calling me back within the hour because she was in a meeting. I need to know where this money is at and when will I be receiving it. I had open escrow on a property and was suppose to close this deal on XX/XX/XXXX, one day after the original day and since I was not able to close the deal Im out {$5000.00} already.",No,,No,
5956912,2009/7/22,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation into an existing problem,"in accordance with the fair credit reporting act.XXXX account number.i dont see a account number on my credit report but i am pretty sure you can figure it out with my personal information.anyways my rights were violated 15 u s c 1681 section 602A have the right to privacy and 15 u s c 1681 section 604A section 2, it also states a consumer reporting agency can not furnish a account without my written instruction",No,,No,
6034547,09/30/22,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation into an existing problem,"When I reviewed my credit report, I discovered that some of the information was erroneous. The 3 credit bureaus must validate these accounts in line with Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ) ( A ). It is not authorized to fail to validate these reporting accounts as unverified information without providing any proof within the period allowed by law. The following accounts need to investigate and correct from erroneous reporting in my file are listed on my credit report : XXXX XXXX XXXXXXXX Date opened XX/XX/XXXX Balance {$1300.00} and XXXXXXXX XXXX XXXXXXXX Date Opened XX/XX/XXXX Balance : {$740.00}.",No,,No,
5969566,2009/11/22,Debt collection,Attempts to collect debt not owed,I have for over a year now been in Constant communication with National credit systems about the fraudulent activity they have been permitted to get away with. They are reporting derogatory data to XXXX when THERE HAS NEVER BEEN A CONTRACT between the consumer and this company. Despite even litigation this company continues to harm the consumer.,No,,No,
6030616,09/29/22,Debt collection,False statements or representation,"I had stopped making payments and using my Citibank card back in XXXX. When I stopped paying my debt including interest was around {$1800.00} ( my max was {$2000.00} ) I had been on XXXX due to a bad XXXX XXXX at work that required XXXX and then when I finally got a job in XXXX I was laid off wishing a few months due to Covid. In XXXX I received a letter from XXXX XXXX XXXX stating their intent to sue me for a debt of {$2500.00} which was almost a {$1000.00} more than what they shut the card off at, but still kept charging late fees and interest. I sent them an email on XX/XX/XXXX informing them of the above information as well that I was currently unemployed due to covid but when I was employed I would be willing to make payments. I never received any contact, and they served the papers of the lawsuit to my sister-in-law with a different last name not to me and she did not give it to me for a few days. The papers stating the lawsuit had no court seal or anything showing that it was an official court document, and they did not have a state licensing bar number listed so I though it was a scam also it now showed over {$3000.00} balance due. Supposedly a judgment was delivered however when I logged onto the court website it states they sent about 10-15 documents none of which I received I did not hear anything from them again until they sent a letter ( the XXXX XXXX XXXX XXXX that a judgment was received. Again no court seal or anything to prove an official government document or decision, no licensing bar number and the balance due now stated over {$3100.00} and since I had not heard from them for months I didnt believe it went to court. I asked for clarification on why the amount changed so drastically and they said it was due to interest still accusing.",Yes,"4. Medical conditions. The complaint mentions ""a bad XXXX XXXX at work that required XXXX,"" which indicates the existence of a past medical condition or injury.",No,"Only mentioned the debt issue, covid just a common situation"
5962937,2009/8/22,Student loan,Dealing with your lender or servicer,"Please be advised this is my SECOND WRITTEN REQUEST. I filed a report to Sallie Mae through CFPB that I do not have a balance with them! Sallie Mae then reported the loan was taken out with the XXXX XXXX. Thus, I contacted the university, and confirmed I did not out a private student loan during the one year I attended the university. I attached my financial aid award letter to confirm this information below. Sallie Mae is now informing me that I will have a derogatory mark on my credit report for not paying on the loan on XX/XX/XXXX. However, I am submitting additional evidence that I did not take out a loan with Sallie Mae at XXXX XXXX. Sallie Mae is required under the Military Lending Act ( MLA ) and Servicemember Civil Relief Act ( SCRA ) to remove falsification from my credit report concerning ALL credit bureaus. Furthermore, a creditor can not require a covered borrower to submit to arbitration or other onerous legal notice provisions in the case of a dispute. The statutory amendments to the MLA in XXXX granted enforcement authority for the MLAs requirements to the agencies specified in section 108 of TILA. These agencies include the Board of Governors of the Federal Reserve System, the Consumer Financial Protection Bureau ( CFPB ), the Federal Deposit Insurance Corporation, the National Credit Union Administration, the Office of the Comptroller of the Currency, and the Federal Trade Commission. State regulators also supervise state- chartered institutions for MLA requirements pursuant to authority granted by state law. Implement statutory changes, including provisions related to administrative enforcement and civil liability for MLA violations ( for knowingly violating the MLA, there is potential for criminal penalties ). I am a litigious consumer and fully intend on pursuing litigation in this matter to enforce my rights under the FCRA, MLA, and SCRA.",Yes,"Category 2 (Physical characteristics or personal descriptors)
The complaint invokes the Military Lending Act (MLA) and Servicemember Civil Relief Act (SCRA), implying the filer's military status, which is a personal descriptor.",Yes,"Category 2 (Physical characteristics or personal descriptors)MLA & SCRA implies the identity of the student, which reflects that he is a retired soldier"
5952256,2009/7/22,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,I have a hard pull from transunion from XXXX XXXX XXXX on XX/XX/XXXX that I am not a part of,No,"The redacted complaint does not contain any of the four types of personal information because all identifying details (like names or specific dates that could link to a person) have been redacted, and the remaining text describes a credit event, not personal attributes or conditions.",No,
6029241,09/28/22,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,"I recently did an investigation on my credit report which caused severe XXXX upon me and found unverifiable, invalidated, inaccurate, and questionable items that your agency didn't make sure it was reporting 100 % correct. 

In accordance with the Fair Credit Reporting Act, everything has to be 100 % accurate on my credit report and Under 15 U.S. Code 1681e ( b ) and 15 U.S. Code 1681i ( 5 ) these accounts are in violation of not reporting 100 % accurate. 


XXXX XXXX XXXX Account Number : XXXX XXXX XXXX XXXX  Account Number : XXXX XXXX Account Number : XXXX XXXX XXXX XXXX XXXX Account Number : XXXX DEPT OF ED/XXXX  Account Number : XXXX DEPT OF ED/XXXX Account Number : XXXX DEPT OF ED/XXXX Account Number : XXXX XXXX XXXX XXXX XXXX Account Number : XXXX DEPT OF ED/XXXX Account Number : XXXX Also, In accordance with the Fair Credit Reporting Act, the list of accounts above have violated my federally protected consumer rights privacy and confidentiality under 15 U.S.C. 1681.

15 U.S.C. 1681 Section 602 A. States that I have the right to privacy.

15 U.S.C. 1681 Section 604 A, Section 2 States a consumer reporting agency can not furnish an account without my written instructions. 

15 U.S.C. 1681s-2 ( A ) ( 1 ) A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reason to believe that the information is inaccurate.

15 U.S.C. 1681c ( a ) ( 5 ) Section states no consumer reporting agency can make any consumer report containing any of the following items of information Any other adverse item of information, other that records of conviction of crimes which antedates the report by more than 7 years.",No,,No,The user contended that his credit report was inaccurate but did not involve any personal info
5972903,2009/12/22,Mortgage,Trouble during payment process,"XX/XX/2022 I made a Chase Bank mortgage payment by telephone from my XXXX XXXX checking account, which is unusual, as my husband regularly pays it from his Chase checking. 

To my surprise, the institution had saved my banking credit union account number and routing number from a previous transaction. 

I asked that they delete the information and was told that they cant. I explained this is usually offered as a convenience by institutions in order to make regular payments easier, but that I did not Opt In, and requested to Opt Out, and have the bank account information deleted as we werent using this account regularly. 

I am being told by a customer service rep, a supervisor and now am holding for a Manager that they WILL NOT delete this information despite my request to do so because its already in there.",No,,No,
6013104,09/24/22,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,"It appears that my credit file has been compromised. Again, I was going through my records & noticed many items which do not belong to me. Since Im a stickler for research, I found that under section 605b of the FCRA you are required by law to remove & block any items which are found to be opened due to identity theft. The disputed items do not belong to me. Im attaching the required FTC Report for you and the bank 's records ( learned through more research both parties require ). Please block/remove these files. 
XXXX XXXX XXXX XXXX XXXX, CA XXXX XXXX XXXX XXXX XXXX XXXX XXXX CA XXXX XXXX XXXX XXXX XXXX XXXX XXXX CA XXXX XXXX XXXX XXXX XXXX XXXX XXXX CA XXXX XXXX XXXX XXXX XXXX XXXX XXXX CA XXXX XXXX XXXX XXXX XXXX Balance {$0.00} XXXX XXXX XXXX XXXX Balance {$1200.00} XXXX XXXX XXXXXXXX Balance {$1000.00} XXXX XXXX XXXXXXXX Balance {$510.00} XXXX XXXX XXXX Balance {$480.00} XXXX XXXX XXXX XXXX  XXXX Balance {$0.00} XXXX XXXX XXXX ( Original creditor : XXXX XXXX XXXX Balance {$420.00} XXXX XXXX XXXXXXXX ( Original creditor : XXXX ) XXXX Balance {$4500.00} XXXX XXXX XXXX ( Original creditor : XXXX XXXX XXXX XXXX Balance {$410.00} XXXX XXXX XXXX ( Original creditor : XXXX XXXX ) XXXX Balance {$830.00} XXXX XXXX XXXX XXXX Balance {$0.00} XXXX XXXX XXXX Balance {$480.00} XXXX XXXX ( Original creditor : XXXX XXXX XXXXXXXXXXXX XXXX XXXX ) XXXX Balance {$79.00} XXXX XXXX XXXX  ( Original creditor : XXXX XXXX XXXX XXXX XXXX ) XXXX Balance {$1200.00}",Yes,"Category: 1. Basic (names, ages, legal representation)
Explanation: The unredacted ""CA"" (California) indicates the individual's state of residence, which is a component of basic personal information.",No,The regulations referenced by the consumer have general applicability and could not indicate the current place of residence
6006361,09/22/22,Credit card or prepaid card,Trouble using your card,"On the due date of XX/XX/XXXX, XXXX, I paid my balance in full in 2 separate transactions. The 1st transaction was by phone in the amount of {$3500.00} w/ my personal checking account and the 2nd transaction was online in the amount of {$10000.00} w/ my business checking account. I then setup auto pay for future payments ( thinking it would be effective XX/XX/XXXX ). Unbeknownst to me, the auto pay became effective immediately on XX/XX/XXXX and Synchrony Bank withdrew a 3rd payment in the amount of {$12000.00} from my business checking account. Therefore, on XX/XX/XXXX, I paid total of {$25000.00} on a {$13000.00} balance. On XX/XX/XXXX, I tried to make a purchase of approximately {$1000.00} and it was declined. I contacted Synchrony Bank customer service and was told that they put a 5-day hold on my payments and that I could not use my credit card for 5 days despite the fact that I have a credit of {$12000.00} w/ them. This resulted in me losing the purchase that I should have been able to make considering I ALWAYS pay my on time balance in FULL and have been a LONG TIME customer, they refused to remove the 5-day holds from my payments until and unless the payments had cleared, despite the fact that historically I was always allowed to charge on my card after each payment w/o a 5-day on my payment. Both the customer service and supervisor were unprofessional and unhelpful.",No,,No,
5997074,09/19/22,Credit card or prepaid card,Closing your account,"I started to close my Regions credit and checking accounts in XX/XX/2022. I had several issues with Regions bank ( not documented here ) pertaining to inability to transfer outside bank funds on an Autopay schedule for credit card payments ; I was told by an initial phone representative that this was not possible, and was moving to California and needed to close my checking, primary savings, and credit card accounts seeing as I would no longer be able to easily deposit or move funds to keep these accounts active. To the best of my recollection, I contacted them approximately six times to try to accomplish these : 1 ) Attempted on the phone and was told that I needed to visit a branch to close the checking account. Created a request to close the credit card account and was told it would be processed or I would be contacted 2 ) Visited a branch, where it was confirmed that my initial concerns about Regions bank and its credit card partner were confirmed by the bank manager and I received my funds. 
3 ) Attempted to close credit card with Regions Greenline customer service, as I received another bill 4 ) Attempted to close credit card with Regions Greenline, as I received another bill. Recurring charges accumulated on the card. As I had closed the account, I expected these types of bills to come due from the merchants ( much as if I had canceled a credit card if it was lost or stolen and the number became inactive ), not for Regions to continue operating an account I had asked them to close several times and had been assured would be processed on these phone calls. 
5 and 6 ) Contacted by Regions customer service twice to attempt to collect fees and charges that had accrued due to their incompetence in closing my account. 

In summary Regions bank Customer Service and its local employees in XXXX XXXX, FL made multiple misstatements, false claims, and attempts to collect a debt which it generated under my name due to its own incompetence deserves thorough investigation so that future consumers are not impacted by its problems. I am sad to see Regions bank struggling with these issues as I was a loyal customer for many years and it was my first bank. I simply wanted to amicably close my accounts and am so disappointed to see how poorly this entire process was conducted. I hope the CFPB can review the calls and conversations where available to determine what went wrong.",Yes,"Category 2: Physical characteristics or personal descriptors. The complaint states the person ""was moving to California,"" which is a personal descriptor about their current or future location and life circumstances.",No,Only mentioned moving to California in the future but did not reveal the current location
6029962,09/29/22,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation into an existing problem,"This is not a duplicate nor is this complaint being filed by a third party, I am filing this complaint myself. Please see this complaint is processed to the letter of the law.When I reviewed my credit report, I discovered that some of the information was erroneous. The Experian and XXXX credit bureaus must validate this account in line with Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ) ( A ). It is not authorized to fail to validate this reporting account as unverified information without providing any proof within the period allowed by law. The account need to investigate and correct from erroneous reporting in my file are listed on my credit report : XXXX XXXX XXXX Date Opened : XX/XX/2014 Balance : {$0.00}",No,,No,
6034306,09/30/22,Vehicle loan or lease,Managing the loan or lease,"On XX/XX/2022 US Bank received my check for the amount of {$25000.00}, cashed my check and never applied the check to my auto loan balance. After I received notification that my check was cashed I called US Bank and they assured me that they were doing some calculations to apply the amount to the outstanding balance. After about 15 days I received a cashier 's check from US Bank for the same {$25000.00} XXXX sent to them. I called them and was told that since my balance was lower than {$25000.00} they refunded me the check. I tried to cash the check but they had put a stop payment to the check. I called them and was informed that they would send a new check without explanation why they had put a stop-payment. I have not received the check from them since XXXX. In the mean time I have my auto loan with them for which they charge me {$1200.00} interest every month. So my money is sitting with them without gaining interest but their money gains them {$1200.00} every month. I have been calling them from XXXX on and it seems like I am dealing with a XXXX XXXXXXXX XXXX  bank. I have never seen a bank this incompetent and unorganized. One telephone number to call for all your US Bank needs, and no one knows what is going on, except for the manager will call me. No check, no phone calls only my payments to them for the loan that must have long been paid off.",No,,No,
