Complaint ID,Date,Product,Issue,Complaint,Answer,Explanation,Label,Category
5848556,2008/5/22,Debt collection,False statements or representation,"First : I never received a final bill from either XXXX or KIA Motors Finance regarding the charges on the account. I was never properly notified of this debt, and my credit was severely impacted as a result. The following are the issues that I have been facing with the XXXX company : I previously was able to pay my monthly payments online on the Pay XXXX XXXX website. On XX/XX/XXXX, I logged in to the portal and noticed that I could not pay my balance. The section of the portal that states the balance was blank. I thought that this was odd because I did not receive any letters, emails, or calls regarding the account. So, on XX/XX/XXXX, I called XXXX to discuss the account and whether it had been inactivated. The person that I spoke with stated that my account was still active and that it had been grandfathered in to their new system. That persons supervisor assisted me with getting access to their new system. The new system ( on a completely different website named XXXX Now ) stated that I owed over {$10000.00} on my account, which was over double the actual amount that I owe. Unfortunately, the call ended before I could discuss this with the supervisor. 

On XX/XX/XXXX, I called XXXX again to dispute the amount that was stated on the account, but I was unable to speak to anyone. I also noticed during that call that I was unable to pay using the automated system because it stated that my account had not been authenticated yet. I left a message for XXXX to return my call. 

On XX/XX/XXXX, I missed a call from XXXX because the call only rang once before ending. No voicemail was left. This is odd because XXXX typically leaves a voicemail and they are aware that they can leave a message. 

On XX/XX/XXXX, I received a call from XXXX of the representatives named XXXX XXXX. We spoke for a couple of seconds before the call disconnected. I called her back immediately, but I was informed that she went to lunch. The man that I spoke with offered to help, so I informed him of the situation. He proceeds to tell me that I have a new account number. He also informs me that theres a third web portal where Im supposed to be paying. I inquire as to why I was not notified about this, and he stated that he wasnt sure. I log on to the portal with the new account number, and notice that the total amount that I owe has once again increased to over {$12000.00}. I bring this to the mans attention as this is now XXXX times what I owe, but he is unsure of the reason for the discrepancy. I notify the man that I will try to pay my balance using the new number and the automated phone system because I do not feel comfortable disclosing my bank account information to such a shady company. Even with the new account number, I receive the same message that states that my account can not be authenticated. I speak with a representative who states that she will have XXXX give me a call back once she returns from lunch, but I never receive a call from her. I go online to try to pay on the new portal, and I notice that there are XXXX different accounts all under my name and that XXXX of the accounts are for a XXXX XXXX Account. The third account is for XXXX XXXX. All three of these accounts are incorrect because my car was financed through KIA Motors Finance. At this point, I do not feel comfortable paying into any of the accounts because I can not guarantee that anything is legitimate, especially considering I never received a final bill from KIA Motors Finance. 

After that, I tried calling to speak with XXXX XXXX multiple times, but was never able to get in contact with her until XX/XX/XXXX. She transferred me to her manager, XXXX XXXX. I point out all of the discrepancies that I have been having with my account, but nothing is resolved. Instead, she continues to insist that I pay over the phone or mail in my payment. I also discussed with her the fact that the system doesnt allow me to make a payment in the amount that I typically pay. She is unsure of the reason why and says that she will have her supervisor look into it. To this date, no changes have been made to my account.",No,,No,
5912036,08/25/22,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,"The inquiries listed in my report were inaccurate.I requested that they investigate these and analyze my files by sending letters to all XXXX credit bureaus. The reality that these inquiries continues to be sent around is affecting my credit. The credit agency didn't do anything to remove the inquiries listed below : XXXX XXXX XXXX XXXX XXXX XX/XX/2022, XXXX XXXX Inquired on XX/XX/2022, XXXX XXXX XXXX XXXX XXXX XXXX XX/XX/2022, XXXX XXXX Inquired on XX/XX/2022, XXXX XXXX XXXX Inquired on XX/XX/2022, XXXX XXXX Inquired on XX/XX/2022 XXXX XXXX XXXX XXXX Inquired on XX/XX/2022 XXXX XXXX Inquired on XX/XX/2022, XXXX XXXX XXXX  Inquired on XX/XX/2022, XXXX Inquired on XX/XX/2022, XXXX Inquired on XX/XX/2022.",No,,No,
5884118,08/17/22,Credit card or prepaid card,Problem with a purchase shown on your statement,"My Costco Citi Card had fraud charges on it. Citi 's fraud algorithm did not catch this which was extremely blatant with XXXX charges worth just under {$10000.00} from the same company happening within 1 week ( XXXX ). Now I have spent over 5 hours trying to have them remove the charges from my statement so that I can pay them the correct amount. They will not do this but also tell me that if I don't pay them, they will hit me with late charges as well as interest. They say it will take 2 months to sort through all the charges and can't help me determine what I am actually supposed to pay. I have had mostly poor reps who do not want to help because it will take too long and it will XXXX up their call center XXXX metrics. I did get one good rep that spent the time with me to try to do the calculations to determine what I owe but even that rep could not do it because Citi does not give them excel to help work on these issues and they do not have systems that can handle situations like this. They also keep telling me that I am liable for these charges until the point that they determine they are frauds ( and insinuating that this is probably not fraud ). I have had credit cards for 35 years and have had fraud before but they always immediately remove them from my account during the investigation stage so that I can know what to pay them. I get the feeling that the company is not prepared for a situation like this and is putting it on me to deal with it while they stall. I have talked to Costco and they seem to not be surprised and gave me this site to report it and it does not sound like the first time they have received complaints from Citi.",Yes,"**1. Basic (names, ages, legal representation)**
The complaint contains basic personal information because it reveals the approximate age of the complainant by stating ""I have had credit cards for 35 years.""",No,
5914343,08/24/22,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,"This is not a duplicate nor is this complaint filed by a third party. I am filing this complaint myself. Please see this complaint is processed to the letter of the law. This has been my several attempts to notify you that I am a victim of identity theft and I write to dispute certain accounts in my file resulting from the crime. The accounts I am disputing do not relate to any transactions obtaining any possession of goods, services or money that I have made or authorized. Please block the reporting of any information in my credit file that resulted from an alleged identity theft. 

XXXX XXXX Date Opened : XX/XX/XXXX Balance : {$7400.00}, XXXX OF XXXX XXXX Date Opened : XX/XX/XXXX Balance : {$5600.00}",No,,No,
5842757,2008/5/22,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,"When I reviewed my credit report, I discovered that some of the information was erroneous. The XXXX and TransUnion credit bureaus must validate this account in line with Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ) ( A ). This is not a duplicate nor is this complaint being filed by a third party, I am filing this complaint myself. Please see this complaint is processed to the letter of the law. It is not authorized to fail to validate this reporting account as unverified information without providing any proof within the period allowed by law. The account need to investigate and delete from erroneous reporting in my file are listed on my credit report : XXXXXXXX XXXX XXXXXXXX",No,The redacted complaint does not contain any of the four types of personal information.,No,
5838651,2008/4/22,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation into an existing problem,"I have beeen disputing the correction of the account XXXX XXXX XXXX XXXX with a Balance of {$1700.00} and Date opened XX/XX/XXXX for a long time now and the most recent letter I sent to the Credit Bureaus was XX/XX/XXXX. This account is reporting as late only in Experian Credit Bureau! Experian is reporting a different information from other bureaus. This account was never late and I always make my payments on time. This account is only reporting as late in Exrperian. If their record keeping had been accurate, this account should have never been late. Per FCRA, reporting of account information must be accurate ; I need this account updated immediately. Thank you.",No,,No,
5860187,2008/9/22,Credit card or prepaid card,"Advertising and marketing, including promotional offers","When I applied for the Venmo Visa credit card early XX/XX/XXXX, a {$200.00} bonus credit promotion was included with my application that applied after spending {$1000.00} first three months of account opening. I spent over {$1000.00} more than three months ago and the {$200.00} bonus credit has still not been applied. I originally contacted Venmo  XX/XX/XXXX about this issue and the response I received on XX/XX/XXXX was general/ambiguous but stated an investigation into why I haven't received the credit is taking place. To date, I have not received additional information/response from Venmo. Venmo also doesn't make it easy to find and download correspondence with the company. This is not just about a {$200.00} bonus credit. This is about being able to trust the company I'm doing business with. 

I've also filed a dispute through the XXXX XXXX XXXX on XX/XX/XXXX. The chronology is below : Consumer 's Desired Resolution : Refund ; Billing adjustment XXXX Processing XXXX web XXXX Case Received by XXXX XXXX web XXXX Case Reviewed by XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",No,,No,
5907123,08/23/22,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,"In accordance with the Fair Credit Reporting act XXXX Account # XXXX, has violated my rights. 

15 U.S.C 1681 section 602 A. States I have the right to privacy.

15 U.S.C 1681 Section 604 A Section XXXX : It also states a consumer reporting agency can not furnish a account without my written instructions.",No,"this redacted complaint does not still contain any of the four types of personal information. All specific identifying details have been redacted, and the remaining text only refers to legal rights and general statements without revealing any specific name, age, physical characteristic, military detail, or medical condition of the complainant.",No,
5903543,08/23/22,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,"This is not a duplicate nor is this complaint filed by a third party. I am filing this complaint myself. Please see this complaint is processed to the letter of the law. I was a victim of identity theft and this is another request to block or remove the information from my credit file resulting from alleged identity theft. Per FCRA 605B ( 15 U.S.C. 1681cXXXX ) you are required to remove/block any accounts not later than XXXX business days after the XX/XX/XXXX Ive already included this report in my previous letter & I am including it again. Also, the information you provided on the account is UNKNOWN to me and REMOVED from other bureaus and I have doubts about their accuracy. 



XXXX XXXX Date Opened : XX/XX/XXXX Balance : {$4700.00}",No,,No,
5862194,2008/10/22,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation into an existing problem,"Since XXXX of 2022, I have been sending certified letter to XXXX, TransUnion, and XXXX. There are inaccuracies on my report that are negatively affecting my report. I have asked XXXX and TransUnion to show what they found out on their investigations SINCE XXXX and they have refused. They have no proof that the accounts are mine. XXXX has not given me an update via mail on the investigation results ; they are far beyond 30 days.",No,,No,
5871306,2008/12/22,Credit card or prepaid card,Problem with a purchase or transfer,"I have been a victim of identity theft and financial fraud. Starting on XX/XX/XXXX, through as recently as XX/XX/XXXX, I have been defrauded of {$19000.00} through my Bank of America XXXX XXXX XXXX account. 

The very first sign of fraudulent activity on my BoA account was an email I received at XXXX pm XXXX, XX/XX/XXXX from BoA, Bank of America XXXX XXXX XXXX- Card Added to Another Account stating, The card ending in XXXX that is associated to your account was recently added to another account I have never added my BoA card added to another account. I was unaware this was even an option. 
I have, since my BoA XXXX XXXX XXXX account was opened in XX/XX/XXXX, had no other accounts with any banking institution. 

XX/XX/XXXX I phoned BoA XXXX XXXX XXXX at XXXX pm XXXX, to ask about the XX/XX/XXXX email and the security of my account. BoA advised me to treat the XX/XX/XXXX email as fraudulent, to forward the email to XXXX, that BoA had not sent me the email I received on XX/XX/XXXX, at XXXX pm PST. I was further advised that my account was secure. 

This constitutes a major error on BoA 's behalf, as the XX/XX/XXXX email was in fact the legitimate result of the XXXX XXXX, someone other than myself, fraudulently accessing my BoA account and adding a fraudulent transfer account ending in XXXX, routing XXXX to my profile, to which they would fraudulently transfer {$3000.00} via a XXXX XXXX XXXX XXXX later that same day, XX/XX/XXXX. This began the subsequent XXXX week run of {$19000.00} in theft from my account. 

This recently uncovered detail, can be confirmed by BoA 's call logs and notes to my account regarding our interactions. 

I currently have an open claim with BoA for the most recent {$8000.00} in theft of my funds. However, I am lawfully due a full refund for everything that has been stolen from my BoA account. Every single transaction relating to the {$19000.00} in question was verifiably fraudulent. I did not authorize, nor was I involved in any of these transactions. 

These new details regarding my very first interaction with BoA regarding this fraud on XX/XX/XXXX, need to be taken into very serious consideration while investigating all of my claims. BoA 's response to my inquiry on XX/XX/XXXX was, at the very least, extremely bad advice. To me and the detective working my case ( XXXX ) with the XXXX XXXX Police Department, XXXX XXXX XXXX Detective XXXX XXXX, what BoA told me on XX/XX/XXXX, sounds more like misinformation, or potentially, fraudulent information.",Yes,"1. Basic (names, ages, legal representation)

The complaint refers to the names of specific individuals (detectives) with ""XXXX"" placeholders, indicating that basic personal information (names) would have been present.",No,
5837562,2008/3/22,Credit card or prepaid card,Unexpected or other fees,"I had a Vanilla Gift Gard ( Visa ) that I bought from XXXX XXXX  on XXXX XX/XX/2022 ( cost {$500.00} ) and had a balance of {$490.00} after activation. I used it for the first time to pay for my XXXX Ride for {$130.00} on XXXX XX/XX/2022, and a second time in XXXX XXXX ( XXXX, California ) for a bill of {$28.00} on XXXX XX/XX/2022, both of which were successful. However, when I tried to use it on the subsequent days, my payments were declined everywhere. I called the Vanilla Gift Card customer care with the toll-free number given on the back of the card, and I was told that my card was compromised and that they found a series of {$10.00} transactions on XXXX. As a security measure, they have blocked my card with a current balance of around {$97.00}. There was no way for me to check the balance and the transactions as my card was blocked. 

As per the suggestion of customer care, I filed a dispute with the company ( Vanilla Gift ) on XXXX XX/XX/2022. I was told that the process might take anywhere from 45-90 days, yet even after repeated enquiries and emails, I am yet to get any update. I have researched and found that most customers who file a complaint with the company do not receive any response from them even after 90 days. As I am an XXXX XXXX XXXX  in the USA, I can not wait for 90 days for any resolution, as I am to go back to my country on XXXX XXXX. I also can not spare or lose this huge amount ( {$320.00} ). I kindly request you to look up this matter with the company and help me get my money back as soon as possible.",Yes,"**Category:** 2. Physical characteristics or personal descriptors.
**Explanation:** The complaint indicates the filer's nationality and immigration status by stating they are ""in the USA"" and ""to go back to my country.""",No,
5871231,2008/12/22,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a company's investigation into an existing issue,I went on the XX/XX/22 to apply for an aparment I ask for the requirements for that and I got told the they run the credit and we need to make 3 time of rent to get the place Okay on XX/XX/22 we did the application but I call the person and I told them clearly that my incomes was high but my credit low and if that its still not qualified for that the lady told me thats fine how many people is apply i told her 3 but 2 of them didnt make enough money and the 3 person who is my mom shes not income but good credit she told me well thats okay you can qualify I need you to pay XXXX dls fee plus XXXX dls for deposit and hold the place ntill we do all the process after one week no call on XX/XX/22 we call they said yeah you can get the place today I just need some information we wait on XX/XX/22 at XXXX am they call me to tell me the they didnt run my credit and the we got denied when they told us were going to get the place and when i call they told me first the it was one of my roomates credit the they were to call to see because an fraud alert and at XXXX the same day i call and they told was because of my credit but my credit was frozen thats why they got that alert now we didnt get the place and we losse the money,Yes,"it does.
It belongs to category 2.
The complaint mentions a familial relationship (""my mom""), which is a personal descriptor.",No,
5914978,08/25/22,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation into an existing problem,"I have sent a request to Experian, XXXX, and I can not submit a dispute with XXXX ( due to always having error of submission for the past week ), a request under section 609 ( c ) of the fair credit reporting act to send me XXXX a copy of the original contract that I have signed from the creditors. I have not been able to complete any dispute with XXXX, they always seem to have problems with completing any type of dispute. Experian is only doing what they like to do, which is submitting a request to verify if the account is accurate and coming back with the same message. I did not ask any of these credit agencies to verify with the so-called creditors, I AM ASKING THE CREDIT REPORTING AGENCIES EXPERIAN XXXX AND XXXX TO SEND ME THE ORIGINAL CONTRACT THAT I SIGNED WITH THE CREDITOR THAT YOU AS A COMPANY REQUIRED TO HAVE IN YOUR DATABASE ACCORDING TO FCRA XXXXECTION 609 ( c ). IF YOU ARE CLAIMING THAT THESE ACCOUNTS ARE VERIFIED AND ACCURATE, BY LAW YOU ARE REQUIRED TO POSSES A COPY OF THAT CONTRACT. 
I AM REQUESTING FOR THE CREDIT REPORTING AGENCIES TO SEND ME THE ORINIGAL CONTRACT UNDER FCRA SECTION 609 ( c ) from your database system.

I am requesting for proof THAT YOU ACTUALLY VERIFEID EACH ACCOUNT according to FCRA SECTION 609 ( A ) ( 1 ) ( A )",No,,No,
5857475,2008/9/22,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,"XXXX XXXX XXXX XXXX has failed to send requested documents, such as a statement stating that they was aware of the car location. Once the statement is enclosed with the fraud affidavit I will sign it. Your company was aware that the XXXX XXXX Police Department found the car and it was available for pick up by XXXX XXXX immediately. XXXX XXXX failed to pick up the car from the XXXX XXXX Police inbound @ XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX XXXX, CA XXXX. Your company also release the title to the car to XXXX XXXX for Lien sale of the vehicle by the XXXX XXXX Police department tow yard. 

Please explain why your company was not interested in the vehicle and you allowed the lien sale and still trying to collect the debt from me. 

Once again I will sign another affidavit once I receive the statement above.",No,,No,
5907180,08/23/22,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,"In accordance with the Fair Credit Reporting act XXXX  Accounts XXXX XXXX XXXX XXXX XXXX XXXX CO XXXX, has violated my rights. 
15 U.S.C 1681 section 602 A. States I have the right to privacy.

15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions",No,,No,
5842859,2008/5/22,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation into an existing problem,"My name is XXXX XXXX XXXX XXXX I am filing this complaint because I have exhausted all of my possible options to rectify a situation in which my credit card company "" Discover card "" refuses to rectify even after they admitted to the error being on there behalf. U believe under the "" CARES ACT '' they should have removed late payments and went back to reporting it current because of cover .I have been trying to get this matter resolved for about a year now. I have even worked closely with one of the XXXX credit reporting company to resolve the issue but after months of trying to resolve the issue through them, I was told I could only fix the problem through discover card, they could only make a note of the error. The error that I am referring to is Discover card had reported my account late on payment 3 times resulting in my credit score to drop XXXX pts. I have been with Discover for XXXX year and I have been in good standing throughout the duration and I continue to do so even today when they have not fixed the error. I am currently XXXX living In XXXX paying XXXX a month to stay here because my once excellent credit score is to low to get approved for a home. The error accord when back in oct/nov of 2020 this is during the pandemic. I reached out to them to see what pandemic relief programs were available because most of my other credit card had programs. My mother was going through a really bad divorce at the time so I moved in to help her but she was forced to sell the home in the divorce so I was trying to get a jump on all my finances so that's why I reached out. I then consulted with a young lady in which she came up with a program in which my monthly minimum payment would increase from XXXX to XXXX a month and it would keep me current in terms of my payments. Which I agreed to because I she said by doing so I wouldn't be reported late. So I moved into a hotel with my mother for 3 months while we looked for a home. finally found one and was denied do to my credit score. Thats when I realized Discover was reporting my account late even though the program the young lady put me in was taking the amount out of my account monthly through automatic payment. So I didn't realize the dip in my score because to my knowledge the money was coming out of my account. Once I found this out I immediately contacted Discover to rectify the situation. This is prime time in the pandemic most ppl were working from home. So it was difficult to actually get a manger on the phone or find anyone who could resolve this issue. I finally got a manager after weeks of sitting on hold being transferred day by day to get someone who either transferred to someone who couldn't help or just simply hung up. I finally got a manager in which understood what happen then credited my account XXXX dollars do to the error on behalf of the employee who essentially put me in the wrong program which wasn't making my account which was the reason for me calling in the first place. I let several people know about he situation I was in, pleaded with several ppl who simply didn't care and didn't want to fix the reporting side of the issue which was do to the fact there employee was misinformed and then misinformed me. I was told I had to go through credit bureau ( XXXX ) etc to remove the late payments, eventhough the money was automatically coming out of my account every month and is still doing so till this day. I then filed disputes with equfiax which took more months to resolve which finally they said we can make a note of it but Discover is the actual one who has to remove the wrongful late payments. I Still call and try to get them to fix this error, employees understand that its an error but no one has any intent on helping me fix this. I am literally homeless and I have never had a late payment with Discover. I don't know what to do at this point. I just understand that it is not fair practice for them to do this to people who haven't done anything wrong. I have been the standard of customer as I said I have never had a late payment in 7 years. So to whoever is reading this I am pleading someone to help me bring this to resolution. I have attached the 3 months in which I was being reported late and the money was automatically coming out of my account. I also never received in calls from them to bring me current. I also have file showing Discover credited my account XXXX dollars because they admitted the error was on there behalf.Under the cares at that shows My account should of never been reported late.",Yes,"Category 2: Physical characteristics or personal descriptors.
The complaint states, ""I am literally homeless,"" which is a personal descriptor of the individual's current living situation.",No,
5840885,2008/4/22,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation into an existing problem,"When I reviewed my credit report, I discovered that some of the information was erroneous. The 3 credit bureaus must validate this account in line with Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ) ( A ). This is not a duplicate nor is this complaint being filed by a third party, I am filing this complaint myself. Please see this complaint is processed to the letter of the law. 
It is not authorized to fail to validate this reporting account as unverified information without providing any proof within the period allowed by law. The account need to investigate and remove from erroneous reporting in my file are listed on my credit report : XXXX XXXX XXXX XXXX",No,,No,
